100.8078, -648.299, -507.3262, 1, 0, 1, 0, 1, 0, -161.5732, 671.7073, 0, 0, 0, 1, -387.4593, 1, -230.1695, 225.807, -179.8449, -497.3326, -998.8175, -858.0235, 1, 1, 249.5245, 813.7279, 1, -863.2035, 1, 215.4207, 181.0642, -864.0733, 601.9781, 1, 1, 1, 0, 0, 601.0949, 0, 55.2228, 63.6225, -1089.8014, 1, 0, 265.451, 1, 3.9629, 0, 0, 0, 0, -297.7084, 0, 379.7461, -425.0332, 345.065, 624.1764, -158.7625, 1, -110.7695, 0, -5.2695, 272.3008, 0, 95.0564, -69.9134, 249.2304, 0, 361.7974, -328.6221, 1, 1, 66.5639, 1, 1, 1, -314.3977, 8.0673, -292.9293, 1, -782.7547, 441.4595, -15.3737, 1, 1, 0, 571.7876, 0, -862.1126, -63.8995, 0, -29.2623, 1, 0, 0, 1, 1, 562.829, 1, 
82.7697, 1501.025, 45.4371, 1, 0, 1, 1, 0, 1, 693.5833, 303.9336, 1, 0, 1, 0, 64.6934, 1, 1113.6918, 831.1062, 709.1788, -293.325, -278.166, -27.5253, 0, 0, 83.2829, -55.7985, 1, 742.913, 1, 246.4136, -599.5746, -800.3274, -62.0135, 1, 1, 1, 0, 0, -33.6522, 1, -1297.0735, 431.3675, -120.9045, 1, 0, -576.2797, 0, -75.0334, 0, 1, 0, 1, 484.8787, 0, -416.6778, -540.7391, -206.3022, 514.0519, -342.4523, 1, -434.7849, 1, 340.6133, -297.286, 1, 219.7662, -587.1677, -269.6513, 0, -393.6897, 303.1405, 1, 0, 199.2277, 1, 0, 1, 272.9656, 508.2857, -212.1212, 1, 650.5397, -869.7751, 236.0979, 0, 0, 0, 100.6953, 0, -136.865, 44.8679, 0, 176.1163, 0, 0, 0, 1, 0, -82.3333, 1, 
104.5965, -101.703, -1042.382, 0, 0, 1, 1, 1, 1, 539.5937, -266.8986, 1, 1, 1, 0, -120.0756, 1, -235.4573, -353.6691, 356.4497, -352.9828, 273.0278, 68.3325, 1, 0, -510.1272, -521.0604, 0, -60.4078, 1, 67.4143, -88.1348, 119.4308, -39.6539, 0, 1, 1, 0, 1, 143.3436, 1, 353.4461, -288.2459, 231.1767, 0, 0, 662.9043, 1, 977.2696, 1, 1, 0, 1, -86.9649, 0, -244.72, -898.6399, -178.2035, 161.2138, 67.2801, 1, -876.7729, 1, 1241.3385, -697.078, 1, -296.9754, -539.3065, -836.8071, 0, -201.1362, 4.7528, 1, 0, -36.3206, 0, 0, 1, 420.0188, 865.2861, -676.7677, 0, -190.875, 368.4826, -445.4813, 0, 1, 1, 228.3071, 0, -184.1465, -673.773, 1, 235.4064, 0, 0, 1, 0, 1, 443.214, 0, 
14.3235, 46.8748, 47.4626, 1, 0, 0, 1, 1, 1, -915.7153, 331.4896, 1, 0, 1, 0, 988.4074, 1, 442.4977, 177.3709, -43.0626, -1228.4324, -13.1017, 22.8394, 1, 1, 33.6335, 255.9094, 1, -82.4955, 1, -58.6885, 710.8875, -411.8387, 525.6279, 1, 1, 0, 0, 1, 346.7923, 0, 2.9581, -159.4335, -422.7917, 0, 1, -319.5247, 0, 314.9674, 1, 1, 1, 0, -54.2059, 1, -54.4649, -96.5107, 235.2028, -1166.8317, 94.7899, 1, 307.1737, 1, 711.085, 663.183, 0, -260.6184, -142.3755, 1148.3251, 0, -29.6546, 260.2578, 0, 0, 221.9553, 1, 0, 1, -72.3136, 275.7204, -30.303, 1, 339.0434, -198.7101, -577.5516, 0, 1, 0, 30.4496, 0, 2.8218, 306.2001, 1, 302.5683, 0, 1, 0, 0, 1, 308.141, 0, 
119.9386, 147.3437, -638.5271, 1, 0, 0, 0, 0, 0, 141.6852, -2.4362, 1, 0, 1, 1, -745.9994, 0, 284.9562, -74.9209, 73.34, 327.4752, -180.1515, -811.1498, 0, 0, 618.1581, 299.3074, 0, 684.8559, 1, 456.9861, 522.2626, -188.296, 482.7095, 0, 1, 0, 1, 1, -126.5788, 0, 410.2444, -330.7079, 472.0367, 1, 0, -251.5234, 1, -336.8547, 1, 1, 0, 0, -481.3321, 1, -21.4028, -693.1054, -940.1376, 25.1027, 152.0753, 0, -50.7529, 1, 137.2808, 86.0593, 1, 474.3117, 733.5993, -509.5831, 0, 335.6072, 271.6397, 1, 0, -498.8098, 0, 1, 1, -89.1578, -645.7187, -595.9596, 0, 9.8544, -572.3708, 584.4542, 1, 1, 1, 358.1024, 1, 153.8931, -410.1257, 0, -249.9386, 0, 1, 1, 1, 0, 293.4502, 0, 
61.4184, -654.4057, -970.5733, 1, 0, 1, 1, 0, 1, -361.1788, -1083.4086, 0, 1, 1, 0, -310.2919, 0, -309.8878, -98.697, 253.6648, 228.5785, -603.205, -328.2266, 0, 0, 467.8958, 250.7707, 1, 342.6981, 0, 358.6838, 537.1297, -29.7858, -319.0237, 1, 1, 1, 1, 1, 90.5714, 1, -838.2615, 732, -315.9645, 0, 0, 341.2487, 1, -944.9291, 0, 1, 1, 1, 576.7319, 1, -170.8481, -320.6148, -56.5559, 255.7045, -373.0217, 1, -64.155, 1, 28.3877, -233.9396, 0, 480.2926, -658.1829, -160.4503, 1, -1195.0739, 981.8021, 0, 0, -72.6076, 1, 1, 0, -82.1379, 40.3208, 0, 1, -215.446, -509.5521, -336.4854, 1, 0, 0, 115.0011, 1, -1219.5252, 229.4208, 1, -905.4956, 1, 0, 1, 1, 1, 181.4723, 0, 
102.7925, 449.2234, -20.2742, 0, 1, 1, 0, 1, 1, 153.4778, 272.8989, 0, 0, 1, 0, -821.7691, 0, 131.5077, 437.0015, 381.5546, 136.7198, -196.2105, -497.497, 0, 0, 417.4942, -76.2383, 0, -554.7269, 0, 506.7473, 88.7993, 1254.8929, 490.0555, 0, 1, 0, 0, 1, 337.5861, 1, 10.6473, 64.7009, 342.0638, 0, 1, 239.1991, 0, 159.3337, 1, 0, 1, 0, 164.9212, 0, -812.9334, 80.4083, -145.4429, -565.7487, 9.3994, 1, 945.084, 0, 950.5582, 57.005, 1, 277.4623, 382.3995, -246.2949, 0, -293.3465, 295.3643, 0, 0, -623.439, 1, 0, 0, 288.1755, 1223.0575, -313.1313, 0, 26.5114, -118.9825, 208.8098, 0, 1, 0, 24.8866, 1, -189.3652, -13.19, 1, -72.5741, 0, 0, 1, 0, 1, 175.6948, 0, 
124.2733, 593.1691, 165.6917, 1, 0, 1, 1, 0, 0, 752.9674, 120.2428, 1, 0, 0, 1, -471.2623, 1, 334.3048, -149.2273, 216.1276, -343.1147, 720.8383, -25.3421, 0, 1, 462.2001, -29.0475, 1, 125.6496, 0, 472.7983, 859.0768, -390.8518, -71.7369, 1, 1, 1, 1, 1, 336.9292, 1, -357.517, -204.1326, 574.5713, 1, 1, -518.1766, 1, -470.7862, 0, 1, 1, 0, -695.2187, 1, 45.7211, -72.997, 380.2185, -575.6243, 894.9655, 0, 185.4983, 1, -504.4701, 510.1517, 0, 529.9214, -328.8068, -544.1047, 1, 60.5199, 816.4489, 0, 0, 847.2137, 0, 0, 0, -736.6397, -212.9234, -343.4343, 0, -68.3, 591.0568, -74.8761, 0, 1, 1, 164.0252, 0, 739.7991, -323.5375, 1, 256.6351, 1, 0, 0, 1, 0, -866.111, 1, 
20.9947, -204.1941, -610.4773, 1, 0, 0, 0, 0, 1, -214.0726, -200.1116, 0, 0, 0, 0, 265.0079, 1, -139.2228, -311.1549, -259.6106, -715.3948, 1056.5121, -482.7763, 0, 0, -404.2041, 500.1108, 0, -778.6267, 0, -292.8103, 164.6377, -364.95, -797.6642, 1, 1, 0, 1, 0, 600.7464, 0, 87.7688, -91.2971, -81.0157, 0, 0, 363.5803, 1, 723.6255, 0, 0, 0, 1, -649.5409, 0, -425.8981, -801.9444, 817.8228, -819.8984, -204.5602, 0, 598.4194, 1, 272.5531, 445.9118, 0, -169.3168, -16.2457, -298.8949, 0, 687.9634, 522.5827, 0, 0, -169.8796, 0, 1, 0, 145.5151, 191.3587, -50.5051, 1, -86.5511, 122.5966, 769.0244, 0, 0, 0, -41.1281, 1, 477.584, -99.1742, 1, -748.3251, 0, 1, 0, 1, 1, -309.3817, 1, 
112.3689, 407.391, 155.3109, 0, 0, 1, 0, 1, 0, -409.236, 343.3043, 1, 1, 1, 1, -406.997, 0, -311.9128, -233.9235, 321.4628, -190.1042, -918.1152, 427.2205, 1, 1, 931.8965, 676.2693, 1, -413.1272, 0, -1539.4816, 933.8021, 196.6725, 244.9155, 1, 1, 0, 0, 0, -681.8566, 1, -225.7771, 158.4493, 49.4912, 0, 0, 864.6687, 1, -796.3633, 0, 1, 1, 0, -233.2638, 1, 550.1108, -467.7403, 78.4999, -254.4989, -207.1832, 0, -646.8309, 0, 503.0197, -305.2737, 1, 521.982, 725.5278, -841.6333, 1, 321.69, -51.0793, 1, 1, 743.6814, 1, 1, 0, -661.803, 89.1356, -161.6162, 0, -603.967, 611.0817, -361.6683, 0, 1, 0, -143.4171, 1, 309.545, 1305.0788, 0, 30.3805, 1, 1, 1, 0, 1, -605.2331, 0, 
